hostname,Condor_Version,Condor_Build_ID,cpu_frequency,cpu_model,CpuCacheSize,DetectedCpus,DetectedMemory,Disk,eth_link_speed,glibc_version,has_afs,has_avx,has_scratch365,has_singularity,has_sse4_1,has_sse4_2,has_ssse3,has_vast,HasFileTransfer,HasJICLocalConfig,HasJobDeferral,HasMPI,HasTDP,HasTransferInputRemaps,HasVM,JavaMFlops,JobPreemptions,JobRankPreemptions,KFlops,Mips,OpSysLongName,has_avx2
qa-rtx6k-004.crc.nd.edu,8.8.14,550418,2.70GHz,Intel(R) Xeon(R) Gold 6226 CPU,19712,24,192571,407526964,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1974.764282,0,0,1894329,30845,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc110.crc.nd.edu,8.8.14,550418,unknown,,512,64,256876,876598972,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,3045.638672,0,0,5442459,30721,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy080.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,440602288,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1722.621582,0,0,1663491,25152,Red Hat Enterprise Linux release 8.9 (Ootpa),
d32cepyc052.crc.nd.edu,8.8.14,550418,unknown,,512,64,256867,413189224,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2474.166016,0,0,4463075,24345,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas031.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,944091528,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1873.641113,0,0,1727949,26266,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas035.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,30720,24,63427,944167676,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1689.88208,0,0,1563277,23098,Red Hat Enterprise Linux release 8.9 (Ootpa),true
qa-xp-001.crc.nd.edu,8.8.14,550418,2.20GHz,Intel(R) Xeon(R) CPU E5-2650 v4,30720,24,128260,913174732,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1774.26416,0,0,1703241,23717,Red Hat Enterprise Linux release 8.9 (Ootpa),true
qa-rtx6k-008.crc.nd.edu,8.8.14,550418,2.70GHz,Intel(R) Xeon(R) Gold 6226 CPU,19712,24,192571,411846891,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1969.135742,0,0,1813039,30839,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas072.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,71235,947219028,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1876.764893,0,0,1718356,26096,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy039.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,445221808,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1707.676636,1,0,1659095,25161,Red Hat Enterprise Linux release 8.9 (Ootpa),
disc07.crc.nd.edu,8.8.14,550418,2.40GHz,Intel(R) Xeon(R) CPU           E5620,12288,8,31998,1877006580,1000Mb/s,glibc-2.17-326.el7_9.x86_64,true,,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1137.434814,0,0,1669606,16749,Red Hat Enterprise Linux Server release 7.9 (Maipo),
qa-a10-002.crc.nd.edu,8.8.14,550418,2.90GHz,Intel(R) Xeon(R) Gold 6326 CPU,24576,32,256861,399033680,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2323.474609,0,0,1897041,30558,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy002.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,431048662,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1742.120728,0,0,1693933,25243,Red Hat Enterprise Linux release 8.9 (Ootpa),
d32cepyc159.crc.nd.edu,8.8.14,550418,unknown,,512,64,256876,874279892,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,3026.437744,0,0,5373758,29799,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy068.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,456905745,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1709.320312,0,0,1701260,25116,Red Hat Enterprise Linux release 8.9 (Ootpa),
d12chas323.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1339835616,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1875.681519,11,2,1756221,25991,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas111.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,30720,24,128290,913155240,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1723.140381,0,0,1564687,23199,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy064.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,459065684,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1735.765991,0,0,1673640,25166,Red Hat Enterprise Linux release 8.9 (Ootpa),
d12chas057.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,942931584,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1877.674683,0,0,1757714,26342,Red Hat Enterprise Linux release 8.9 (Ootpa),true
qa-1080ti-013.crc.nd.edu,8.8.14,550418,2.20GHz,Intel(R) Xeon(R) CPU E5-2650 v4,30720,24,128260,909724244,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1793.899536,0,0,1715655,23735,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas046.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,947064528,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1857.490112,0,0,1695763,22325,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas328.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1352520984,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1863.733154,12,2,1707026,26318,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy075.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,445866313,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1730.537109,0,0,1695056,25297,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy103.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,441118717,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1735.621582,0,0,1700770,25137,Red Hat Enterprise Linux release 8.9 (Ootpa),
d32cepyc089.crc.nd.edu,8.8.14,550418,unknown,,512,64,256875,907323844,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,3080.32251,0,0,5463077,29669,Red Hat Enterprise Linux release 8.9 (Ootpa),true
cclws15.cse.nd.edu,8.8.14,550418,3.30GHz,Intel(R) Core(TM) i5-2500 CPU,6144,4,15610,344021996,1000Mb/s,glibc-2.28-189.5.el8_6.x86_64,true,true,false,,true,true,true,,"file,ftp,http,data,https",true,true,true,true,true,false,1797.457031,0,0,1696567,26317,Red Hat Enterprise Linux release 8.6 (Ootpa),
d32cepyc029.crc.nd.edu,8.8.14,550418,unknown,,512,64,256867,435544340,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2476.69751,0,0,4467348,22577,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc032.crc.nd.edu,8.8.14,550418,unknown,,512,64,256867,432909264,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2440.831543,0,0,4386852,23860,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy036.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,437341712,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1720.268311,0,0,1688602,25170,Red Hat Enterprise Linux release 8.9 (Ootpa),
d12chas199.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1364058296,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1872.079224,0,0,1720743,26335,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc026.crc.nd.edu,8.8.14,550418,unknown,,512,64,256867,430530220,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2476.925781,0,0,4428564,24299,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc025.crc.nd.edu,8.8.14,550418,unknown,,512,64,256867,407290500,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2453.116699,0,0,4369081,23708,Red Hat Enterprise Linux release 8.9 (Ootpa),true
disc-store-009.crc.nd.edu,10.6.0,658549,unknown,,512,64,256888,453968528,40000Mb/s,glibc-2.34-83.el9_3.12.x86_64,true,true,false,true,true,true,true,,"https,dav,davs,http,data,ftp,file,s3,gs",true,true,true,true,true,false,,0,0,5819469,32026,Red Hat Enterprise Linux release 9.3 (Plow),true
d12chas087.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,950144120,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1879.724731,0,0,1707233,26400,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas130.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1370508096,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1868.21106,0,0,1719909,26366,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas113.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1337187688,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1871.81543,0,0,1727832,26267,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas224.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1351992740,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1862.023682,1,0,1732959,26415,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas122.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1352263004,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1845.56958,0,0,1697686,26587,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy156.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,63845,458879368,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1724.964844,0,0,1673245,24675,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy041.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,451358924,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1732.124756,0,0,1671302,25240,Red Hat Enterprise Linux release 8.9 (Ootpa),
qa-titanx-005.crc.nd.edu,8.8.14,550418,2.40GHz,Intel(R) Xeon(R) CPU E5-2630 v3,20480,16,63750,912429188,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1883.844604,0,0,1718812,25532,Red Hat Enterprise Linux release 8.9 (Ootpa),true
qa-xp-011.crc.nd.edu,8.8.14,550418,2.20GHz,Intel(R) Xeon(R) CPU E5-2650 v4,30720,24,128260,929620128,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1777.857788,0,0,1649944,23558,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas022.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,942157968,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1873.004761,0,0,1758289,26105,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas343.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1347250220,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1875.802734,1,0,1739586,29162,Red Hat Enterprise Linux release 8.9 (Ootpa),true
sa-rtx6ka-003.crc.nd.edu,8.8.14,550418,2.30GHz,Intel(R) Xeon(R) Silver 4316 CPU,30720,40,257059,177230010,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2270.764404,2,0,1891672,29761,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc094.crc.nd.edu,8.8.14,550418,unknown,,512,64,256875,899215036,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,3152.842041,2,0,5451380,30381,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas038.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,951543136,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1854.336304,0,0,1721816,26090,Red Hat Enterprise Linux release 8.9 (Ootpa),true
camd04.crc.nd.edu,8.8.14,550418,2.20GHz,Intel(R) Xeon(R) CPU E5-2660 0,20480,16,63853,427378276,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1482.412109,1,0,1601111,21880,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy069.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,442244660,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1746.930664,0,0,1664593,25175,Red Hat Enterprise Linux release 8.9 (Ootpa),
d12chas315.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1348516080,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1861.616699,0,0,1731060,23965,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy052.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,456036752,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1723.768066,0,0,1668112,24332,Red Hat Enterprise Linux release 8.9 (Ootpa),
d32cepyc044.crc.nd.edu,8.8.14,550418,unknown,,512,64,256867,437422444,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2309.62085,0,0,4366190,23829,Red Hat Enterprise Linux release 8.9 (Ootpa),true
qa-titanx-011.crc.nd.edu,8.8.14,550418,2.40GHz,Intel(R) Xeon(R) CPU E5-2630 v3,20480,16,128262,903221087,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1900.179443,0,0,1766359,25294,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas051.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,30720,24,63427,939509248,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1673.019409,0,0,1536087,23423,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy022.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,451905408,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1733.553589,2,0,1675289,25105,Red Hat Enterprise Linux release 8.9 (Ootpa),
d32cepyc123.crc.nd.edu,8.8.14,550418,unknown,,512,64,256875,884866308,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,3006.0979,0,0,5402681,30643,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy105.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,442488155,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1703.332031,0,0,1694149,25320,Red Hat Enterprise Linux release 8.9 (Ootpa),
qa-xp-004.crc.nd.edu,8.8.14,550418,2.20GHz,Intel(R) Xeon(R) CPU E5-2650 v4,30720,24,128260,908856688,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1787.642334,0,0,1697380,22039,Red Hat Enterprise Linux release 8.9 (Ootpa),true
qa-xp-008.crc.nd.edu,8.8.14,550418,2.20GHz,Intel(R) Xeon(R) CPU E5-2650 v4,30720,24,128260,910153552,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1789.812744,0,0,1679594,22028,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy132.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,465696880,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1741.207886,0,0,1649542,25196,Red Hat Enterprise Linux release 8.9 (Ootpa),
d12chas080.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,945728228,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1875.397095,0,0,1718860,24460,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy040.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,442845736,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1751.550049,0,0,1657444,24865,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy151.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,63845,457547528,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1740.641357,0,0,1684219,25277,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy130.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,446560304,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1735.021118,0,0,1675468,18091,Red Hat Enterprise Linux release 8.9 (Ootpa),
d12chas099.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,947523968,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1883.654663,0,0,1749199,26691,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy129.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,438546208,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1743.250732,0,0,1678204,25240,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy086.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,451662196,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1742.068115,0,0,1666317,25115,Red Hat Enterprise Linux release 8.9 (Ootpa),
d12chas065.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,936433560,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1879.750977,0,0,1710423,26174,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy065.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,437711912,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1746.254517,0,0,1675101,25137,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy122.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,447601176,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1733.537842,0,0,1677485,25238,Red Hat Enterprise Linux release 8.9 (Ootpa),
d12chas326.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1347491464,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1851.933838,5,0,1731480,26180,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc105.crc.nd.edu,8.8.14,550418,unknown,,512,64,256875,879133728,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2967.8125,1,0,5382847,30681,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy007.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,452068575,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1743.579956,0,0,1702375,25278,Red Hat Enterprise Linux release 8.9 (Ootpa),
d32cepyc130.crc.nd.edu,8.8.14,550418,unknown,,512,64,256876,878859852,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,3110.801514,1,0,5466454,29786,Red Hat Enterprise Linux release 8.9 (Ootpa),true
cclcentral.cse.nd.edu,8.8.14,550418,2.10GHz,Intel(R) Xeon(R) CPU E5-2620 v4,20480,32,31888,571382876,1000Mb/s,glibc-2.17-317.el7.x86_64,true,true,false,,true,true,true,,"file,ftp,http,data,https",true,true,true,true,true,false,1518.689087,0,0,1671718,23575,Red Hat Enterprise Linux Server release 7.9 (Maipo),true
d12chas073.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,945742592,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1474.36731,0,0,1439871,19968,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas121.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1352317688,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1870.376099,1,0,1709401,26310,Red Hat Enterprise Linux release 8.9 (Ootpa),true
