hostname,Condor_Version,Condor_Build_ID,cpu_frequency,cpu_model,CpuCacheSize,DetectedCpus,DetectedMemory,Disk,eth_link_speed,glibc_version,has_afs,has_avx,has_scratch365,has_singularity,has_sse4_1,has_sse4_2,has_ssse3,has_vast,HasFileTransfer,HasJICLocalConfig,HasJobDeferral,HasMPI,HasTDP,HasTransferInputRemaps,HasVM,JavaMFlops,JobPreemptions,JobRankPreemptions,KFlops,Mips,OpSysLongName,has_avx2
d8civy096.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,444241856,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1739.982666,0,0,1649082,25090,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy140.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,446385255,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1733.751831,0,0,1687612,25154,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy115.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,452345647,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1732.144165,0,0,1681263,25216,Red Hat Enterprise Linux release 8.9 (Ootpa),
d12chas018.crc.nd.edu,8.8.14,550418,2.40GHz,Intel(R) Xeon(R) CPU E5-2630 v3,20480,16,63908,458244052,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1536.506226,0,0,1522678,20790,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy072.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,447541297,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1740.678589,0,0,1708512,25314,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy006.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,433243620,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1734.528076,0,0,1681126,25172,Red Hat Enterprise Linux release 8.9 (Ootpa),
d12chas299.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1348736332,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1883.18335,0,0,1759827,26336,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy118.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,451600128,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1741.859497,0,0,1713407,25266,Red Hat Enterprise Linux release 8.9 (Ootpa),
cclvm05.crc.nd.edu,8.8.14,550418,unknown,,512,4,7820,11730604,,glibc-2.17-326.el7_9.x86_64,true,true,false,true,true,true,true,,"file,ftp,http,data,https",true,true,true,true,true,false,,0,0,4580058,25066,Red Hat Enterprise Linux Server release 7.9 (Maipo),
qa-2080ti-002.crc.nd.edu,8.8.14,550418,2.10GHz,Intel(R) Xeon(R) Silver 4110 CPU,11264,32,95769,923504696,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1538.108276,0,0,1725014,24989,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy071.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,463189748,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1737.253174,0,0,1671205,25102,Red Hat Enterprise Linux release 8.9 (Ootpa),
d12chas049.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,946832540,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1865.009521,0,0,1755349,26460,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas232.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1349485900,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1875.129517,1,0,1737582,26140,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas058.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,952071512,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1875.088989,0,0,1717813,25152,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas136.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1374986048,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1891.584717,1,0,1711993,26381,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas327.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1348195272,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1879.841919,0,0,1733114,26348,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas317.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1357172352,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1858.266602,0,0,1721642,26143,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy141.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,447197280,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1739.692139,0,0,1700869,25286,Red Hat Enterprise Linux release 8.9 (Ootpa),
disc04.crc.nd.edu,8.8.14,550418,2.40GHz,Intel(R) Xeon(R) CPU           E5620,12288,8,31998,1875733748,1000Mb/s,glibc-2.17-326.el7_9.x86_64,true,,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,861.430298,0,0,1740203,19067,Red Hat Enterprise Linux Server release 7.9 (Maipo),
disc18.crc.nd.edu,8.8.14,550418,2.40GHz,Intel(R) Xeon(R) CPU           E5620,12288,8,31998,1876965208,1000Mb/s,glibc-2.17-326.el7_9.x86_64,true,,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,860.767334,0,0,1580549,16930,Red Hat Enterprise Linux Server release 7.9 (Maipo),
qa-xp-016.crc.nd.edu,8.8.14,550418,2.10GHz,Intel(R) Xeon(R) Silver 4110 CPU,11264,32,95775,913088852,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1512.496826,0,0,1736767,24961,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc122.crc.nd.edu,8.8.14,550418,unknown,,512,64,256876,894280908,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,3068.793945,0,0,5445022,30674,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc119.crc.nd.edu,8.8.14,550418,unknown,,512,64,256876,896698868,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,3019.460938,0,0,5463899,30628,Red Hat Enterprise Linux release 8.9 (Ootpa),true
qa-xp-015.crc.nd.edu,8.8.14,550418,2.10GHz,Intel(R) Xeon(R) Silver 4110 CPU,11264,32,95775,915034136,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1468.632446,0,0,1765424,24958,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc127.crc.nd.edu,8.8.14,550418,unknown,,512,64,256876,876366820,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,3066.353516,0,0,5441691,30238,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas217.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1336885920,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1882.34082,0,0,1741814,26297,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy005.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,437649772,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1741.557983,0,0,1665290,25092,Red Hat Enterprise Linux release 8.9 (Ootpa),
d32cepyc039.crc.nd.edu,8.8.14,550418,unknown,,512,64,256867,432018140,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2469.108643,0,0,4387002,23974,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy092.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,447557719,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1730.689209,0,0,1702806,25073,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy032.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,451923236,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1735.723999,1,0,1672757,25161,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy152.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,63845,458687548,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1740.422852,0,0,1682652,18089,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy067.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,460086308,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1739.257935,0,0,1669809,25101,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy098.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,449179240,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1735.266602,0,0,1654190,25239,Red Hat Enterprise Linux release 8.9 (Ootpa),
d32cepyc172.crc.nd.edu,8.8.14,550418,unknown,,512,64,256876,899783400,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,3056.171143,0,0,5446085,30672,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas226.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1356326736,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1876.917969,0,0,1763569,26351,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc158.crc.nd.edu,8.8.14,550418,unknown,,512,64,256876,878146336,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,3143.643066,0,0,5467316,30481,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas345.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1348321624,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1869.998901,0,0,1747352,26111,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas280.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1791554495,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1842.371704,0,0,1749822,26336,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy026.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,452223796,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1742.966309,1,0,1669361,24857,Red Hat Enterprise Linux release 8.9 (Ootpa),
d12chas291.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1338195500,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1862.511597,0,0,1718150,26199,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc157.crc.nd.edu,8.8.14,550418,unknown,,512,64,256876,883680688,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,3102.944824,0,0,5436327,30618,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas077.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,938950256,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1863.925415,0,0,1753083,26334,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas148.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1339135700,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1859.747314,0,0,1692750,26182,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas066.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,942919168,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1471.371338,0,0,1430143,19032,Red Hat Enterprise Linux release 8.9 (Ootpa),true
qa-xp-002.crc.nd.edu,8.8.14,550418,2.20GHz,Intel(R) Xeon(R) CPU E5-2650 v4,30720,24,128260,912628220,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1786.696411,0,0,1708127,23861,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc035.crc.nd.edu,8.8.14,550418,unknown,,512,64,256867,413466260,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2441.105225,0,0,4326848,23871,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc005.crc.nd.edu,8.8.14,550418,unknown,,512,64,256867,424067424,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2489.515869,0,0,4422530,24330,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc153.crc.nd.edu,8.8.14,550418,unknown,,512,64,256876,877336364,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,3072.651123,0,0,5451148,30642,Red Hat Enterprise Linux release 8.9 (Ootpa),true
qa-1080ti-007.crc.nd.edu,8.8.14,550418,2.20GHz,Intel(R) Xeon(R) CPU E5-2650 v4,30720,24,128260,910569676,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1785.417969,0,0,1674291,23736,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy087.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,448519532,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1733.911865,0,0,1659264,25172,Red Hat Enterprise Linux release 8.9 (Ootpa),
d32cepyc082.crc.nd.edu,8.8.14,550418,unknown,,512,64,256875,887373016,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,3037.931152,0,0,5433352,29790,Red Hat Enterprise Linux release 8.9 (Ootpa),true
qa-v100-009.crc.nd.edu,8.8.14,550418,2.70GHz,Intel(R) Xeon(R) Gold 6226 CPU,19712,24,192572,424466115,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1966.255249,0,0,1818136,30591,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas350.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1354199256,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1878.705078,0,0,1734428,26358,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc027.crc.nd.edu,8.8.14,550418,unknown,,512,64,256867,437933848,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2395.489014,0,0,4304260,23927,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas536.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,1904849228,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1887.473145,0,0,1731020,26607,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas135.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1340964844,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1850.605957,0,0,1756741,26323,Red Hat Enterprise Linux release 8.9 (Ootpa),true
qa-a10-014.crc.nd.edu,8.8.14,550418,2.90GHz,Intel(R) Xeon(R) Gold 6326 CPU,24576,32,256860,1804425540,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,2371.498291,0,0,1903408,30692,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas090.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,111555,927473076,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1855.551514,0,0,1715545,26775,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy008.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,443984164,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1742.879761,0,0,1679521,25112,Red Hat Enterprise Linux release 8.9 (Ootpa),
d12chas231.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1351240284,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1459.625854,0,0,1450872,19974,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas541.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,1879209092,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1879.179199,0,0,1725699,26392,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy104.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,455019741,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1738.13269,0,0,1700973,25066,Red Hat Enterprise Linux release 8.9 (Ootpa),
d12chas086.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,945166240,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1872.152832,0,0,1689148,26130,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas083.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,941609276,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1888.507568,0,0,1715828,26362,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas021.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,943027200,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1881.704956,0,0,1761565,26190,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy145.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,128357,446084287,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1714.271118,0,0,1671879,25232,Red Hat Enterprise Linux release 8.9 (Ootpa),
d12chas093.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,942172196,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1891.349609,0,0,1741744,26324,Red Hat Enterprise Linux release 8.9 (Ootpa),true
qa-1080ti-014.crc.nd.edu,8.8.14,550418,2.20GHz,Intel(R) Xeon(R) CPU E5-2650 v4,30720,24,128260,910504988,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1781.963745,0,0,1685711,23708,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas068.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,63427,940866688,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1883.312622,0,0,1727331,26766,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas218.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1334464156,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1877.583252,3,0,1743707,26263,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d32cepyc098.crc.nd.edu,8.8.14,550418,unknown,,512,64,256875,898977788,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,3018.859131,1,0,5439400,30699,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy143.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,433083055,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1735.755249,0,0,1707501,25159,Red Hat Enterprise Linux release 8.9 (Ootpa),
d8civy116.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,443480305,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1732.93689,0,0,1685026,24643,Red Hat Enterprise Linux release 8.9 (Ootpa),
d12chas019.crc.nd.edu,8.8.14,550418,2.40GHz,Intel(R) Xeon(R) CPU E5-2630 v3,20480,16,63908,453316432,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1549.712158,0,0,1461629,20539,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas132.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1359805256,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1883.486206,0,0,1705451,26612,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d12chas290.crc.nd.edu,8.8.14,550418,2.50GHz,Intel(R) Xeon(R) CPU E5-2680 v3,15360,24,256707,1348491900,10000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1853.109863,0,0,1717853,25485,Red Hat Enterprise Linux release 8.9 (Ootpa),true
d8civy033.crc.nd.edu,8.8.14,550418,2.60GHz,Intel(R) Xeon(R) CPU E5-2650 v2,20480,16,31845,445506568,1000Mb/s,glibc-2.28-236.el8.7.x86_64,true,true,true,true,true,true,true,true,"file,ftp,http,data,https",true,true,true,true,true,false,1739.297974,0,0,1661331,25133,Red Hat Enterprise Linux release 8.9 (Ootpa),
